interaction_id,customer_tweet_id,agent_tweet_id,customer_message,context,historical_agent_response,human_intent,should_escalate,escalation_reason,provisional_intent
2242067,2242069,2242067,"Oh hey, @115858 fixed it’s own problems...days later. Now can you fix my iPhone calculator?",[CUSTOMER] Testing testing: I I I I I I I,@653664 We're here to help and would like to look into this issue with you. Are you on iOS 11.1.1?,,,,OTHER_UNCLEAR
199446,199445,199446,"@AppleSupport yeah i am, it won’t let me skip or turn up. also it doesn’t show up when i use spotify","[CUSTOMER] why does my music do this @AppleSupport https://t.co/NSwFA71x5c
[AGENT] @163018 We’d like to look into this further. Can you confirm your iOS version? Check under Settings &gt; General &gt; About
[CUSTOMER] @AppleSupport ios11.0.1
[AGENT] @163018 Are you playing a song when you see this interface? Additionally, we'd recommend backing up and updating to iOS 11.0.2.",@163018 Thanks for verifying. Have you had a chance to test if the behavior persists after backing up and updating to the iOS 11.0.2?,,,,APPS_MEDIA
999001,999002,999001,@115858 iOS 11.1 battery drain is KILLING my iPad Air 2. Drains 2x as fast as before. Hope fix is coming soon...,,@356545 We’d like to see how we can help. Can you DM us some more details about the issue you're having? https://t.co/GDrqU22YpT,,,,BATTERY_POWER
1014403,1014404,1014403,"@AppleSupport yesterday your systems were down at all stores and my broken iPhone7 could not be replaced, is this sorted now?",,@360031 You would need to reach out to the store to find out the status of the store's in-store repair services.,,,,PURCHASE_REPAIR_WARRANTY
188444,188445,188444,@AppleSupport wifi is always turn on #iOS11,,"@160221 We'd be glad to help with that. We have changed how you turn off Wi-Fi, you’ll find the steps here: https://t.co/G7BHuQnDS6",,,,CONNECTIVITY
1387629,1387627,1387629,@AppleSupport OK. No problem. I'll have to hope it gets back into stock. I'm not going to get chance to visit Manchester store. Thanks.,"[CUSTOMER] Hi @AppleSupport is it possible to buy from a physical UK store and get a product posted? Sadly you have no stock online, only some stores.
[AGENT] @442862 We do not ship from the Apple Store, but you are more than welcome to post any item after the sale.",@442862 Its worth noting that some items can be ordered and shipped to the store if that is any help.  Thanks for reaching out.,,,,PURCHASE_REPAIR_WARRANTY
1261312,1261310,1261312,@AppleSupport Yesterday my phone stopped making any outgoing calls all of a sudden. I had to restart the phone and then outgoing calls were fine.,"[CUSTOMER] @AppleSupport I am having a disastrous experience with my iPhone 7+. Apple is...or was known for its seamless user experience.
[AGENT] @205135 We're here for you. Which issues are you experiencing?",@205135 Got it. Are you having any issues now with outgoing calls now?,,,,PERFORMANCE_STABILITY
2805992,2805993,2805992,Hey @AppleSupport the new version of iTunes has erased all the special ring tones from my iPhone and there's no way to get them back! Please fix this terrible change!,,"@782604 We've got you. Go to Settings &gt; Sounds &amp; Haptics, then tap on any sound. At the top of the page, tap Download All Purchased Tones to check for any previously purchased tones not currently downloaded to your device.
https://t.co/Pm4Dav3eWN https://t.co/GDrqU2kzhr",,,,APPS_MEDIA
1492184,1492185,1492184,Hey @115858 my volume is completely fucked and I just got this phone I know your game when a new phone comes out but seriously fix it please!,,"@466522 We can help you with your iPhone's volume. DM us, and let us know what's going on exactly. We'll look into this. https://t.co/GDrqU22YpT",,,,OTHER_UNCLEAR
1691861,1691862,1691861,@AppleSupport The letter “eye” is turning into this symbol I️,"[CUSTOMER] @AppleSupport when will this glitch be fixed?!?!?!
[AGENT] @513554 Thanks for reaching out, we're here to help. Can you tell us more about what you're experiencing along with which device and OS?",@513554 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,,,,APPS_MEDIA
2093683,2093684,2093683,This is really starting to piss me off. I’m literally connected to WiFi @AppleSupport https://t.co/BMqQOyfvlB,,@208850 Thanks for reaching out. Send us a DM so we can provide some guidance. https://t.co/GDrqU22YpT,,,,CONNECTIVITY
2062489,2062490,2062489,"@115858 since the iOS 11 update, my battery dies waaaay faster than before, any fix coming soon?",,@609973 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT,,,,IOS_UPDATE
2748444,2748445,2748444,"Awful battery life after iOS 11.1.2, three hours on usage and 31% left on my iPhone 7 Plus. What can I do @AppleSupport? This is getting worst and worst...",,@564398 We'll be happy to look into this with you. Let us know when you completed the iOS update via DM. We'll go from there. https://t.co/GDrqU22YpT,,,,BATTERY_POWER
1408387,1408388,1408387,@115858 wtf going on with my keyboard 😒,,@447349 We'd be happy to look into what's going on. Can you tell us more about what's happening with your keyboard?,,,,DEVICE_HARDWARE
2294680,2294682,2294680,IOS11 Battery drain makes no sense. @AppleSupport what the hell?,,@666317 We'd be happy to help out. Can you tell us which model iPhone you're using and what version of iOS you have installed? Go to Settings &gt; General &gt; About to see the version.,,,,BATTERY_POWER
723321,723322,723321,"Siri just told me tomorrow (10/11) is November 11. Really @115858 ? I expect bugs early on, but that’s nuts.",[CUSTOMER] Dear #iOS11 - you suck.,@293204 We'd like to take a look at this with you. DM us and we'll work from there. https://t.co/GDrqU22YpT,,,,OTHER_UNCLEAR
865933,865931,865933,@AppleSupport Family share is not ON in any of my iPhones but it’s still keep asking me wrong Apple ID,"[CUSTOMER] @AppleSupport how to get rid of familyshare setting_it’s upsetting me every time when I try to update any app from my one iPhone, and it asks me password of my other itune account_I changed passwords too but it’s same.
[AGENT] @285178 We're here to help! To leave Family Sharing, see this link for the steps: https://t.co/w27GZNA8FX","@285178 The app may be associated with the original Apple ID that downloaded it, so you may want to delete and redownload the app.",,,,ACCOUNT_SECURITY
2032508,2032509,2032508,Hey @AppleSupport can you stop making the older iPhones fuck up when newer ones are brought out .. my iPhone 6s is dying all of a sudden 🤔,,@601021 Thanks for reaching out to us concerning this issue. Join us in DM here and provide us with the software version you're using: https://t.co/GDrqU22YpT,,,,APPS_MEDIA
2686665,2686666,2686665,@AppleSupport the new upgrade has stopped some my apps from working,,@755509 We can help! What's going on with them specifically?,,,,IOS_UPDATE
123102,123104,123102,How do I️ fix the “I” shit on my phone? 🙄 @AppleSupport,,@143493 We would be happy to look into this with you. Can you DM us a screenshot of your Settings &gt; General &gt; About section please? https://t.co/GDrqU22YpT,,,,FEATURE_HOW_TO
2404879,2404880,2404879,@AppleSupport Hi I need change my Battery in Saudi Arabia but the store say no have price for it we should see the laptop and deal could u help me I see the price online 129$,,@691725 We'd be happy to look into your options. Can you DM us the device model you are trying to replace the battery for? https://t.co/GDrqU22YpT,,,,BATTERY_POWER
1849663,1849665,1849663,Anyone else have issues with iOS 11.0.3 and it taking forever to download any app off the App store? On &amp; off WiFi &amp; LTE. @AppleSupport,,@329722 Go to Settings &gt; General &gt; iPhone Storage. What does it show for available storage?,,,,PURCHASE_REPAIR_WARRANTY
2078134,2078136,2078134,One of the recent iOS updates breaks your alarms. So late for work @115858 https://t.co/4ucOFlIAHJ,,"@572180 Let us help. Which version of iOS 11 in Settings &gt; General &gt; About? Also, does this persist after creating a new alarm? DM us: https://t.co/GDrqU22YpT",,,,IOS_UPDATE
486191,486192,486191,@193129 @AppleSupport I mean I was on 7% 25 mins ago so it must be kinda charging 😅 https://t.co/hgkhHLuUhl,"[CUSTOMER] This day started off great 👏🏻
[CUSTOMER] @193129 LUCKY 🙄😩
[CUSTOMER] @144500 What's wrong 😭
[CUSTOMER] @193129 Just bored and want the day off 😂
[CUSTOMER] @144500 Ask your boss for a day off and sorry about your iPad 😩 try restoring it or ask @AppleSupport",@144500 We know how important it is to have your iPad charging up and ready for the day. Let us know if these steps help: https://t.co/uqxquyfdn0,,,,BATTERY_POWER
324269,324270,324269,"@AppleSupport I already do this, but this pixels still come. 
Even when phone on, glitch and then what we see in video.
I think, it after iOS11, because latter in summer, all was ok.","[CUSTOMER] Hey, @AppleSupport @115858 
What`s wrong with my iPhone?( https://t.co/e8Qrn8Ezyd
[AGENT] @193248 We'd be happy to help. Let's restore the device with this article: https://t.co/iYLZzFD8qZ

Let us know if the issue persists.",@193248 Let's continue working together in DM here: https://t.co/GDrqU22YpT,,,,IOS_UPDATE
1818537,1818538,1818537,@AppleSupport I’m trying to recover iCloud password on wife’s account. Started on Saturday with 2fa. Said wait 23 hrs. Still waiting.,,"@186705 We'd be happy to get you pointed in the right direction. To confirm, did you initiate account recovery? Please DM us here: https://t.co/GDrqU22YpT",,,,ACCOUNT_SECURITY
735514,735515,735514,"@AppleSupport  Bought new iPhone 7 before 2 weeks, got crack onscreen, it's scary,can you please suggest me some trusted vendor  to insure",,@295953 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU2kzhr,,,,DEVICE_HARDWARE
1691809,1691811,1691809,@115858 can you fix this? What is taking so long? https://t.co/x2SWPaqYep,,@409697 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,,,,OTHER_UNCLEAR
880321,880323,880321,"@AppleSupport iOS 11.0.2 - accounts and passwords &gt; app &amp; website passwords - select 3-4 entries and delete them, phone crashes to home.",,@200179 Thanks for reaching out! Let's take a closer look at this issue together in DM. https://t.co/GDrqU22YpT,,,,ACCOUNT_SECURITY
