interaction_id,customer_tweet_id,agent_tweet_id,customer_message,context,historical_agent_response,human_intent,should_escalate,escalation_reason
122296,122294,122296,@AppleSupport Have both been on now for 30 mins. And totally black screens. Both are original Apple cords. This can’t be a coincidence.,"[CUSTOMER] I high key think that @115858 somehow bricked every iPhone 6 in my house? 2 iPhone 6s left over cause I upgraded. Were working totally fine. Now they won’t turn on? Won’t even work with a hard restart? Gonna tell me that 2 phones just went died.....seems unlikely
[AGENT] @143270 We'd be happy to look into this with you. If you connect to iTunes on a computer do the devices show up?
[CUSTOMER] @AppleSupport Nope. Neither of them do. Which is crazy. I upgraded my phone(so did my girlfriend)and both our old iPhone 6 models have been stored away. Went to give one to a relative who broke their phone and NEITHER of them even turn on. How is that possible?
[AGENT] @143270 How long have both devices been connected to a power source? Are you using the original Apple-branded wall adapter and Lightning to USB cable? If so, do you see anything on the displays?","@143270 You are right, it does seem like something went wrong during the last update that was installed. This is something we can help you fix though. Does iTunes recognize either iPhone while in recovery mode? Learn how to use recovery mode: https://t.co/iYLZzFD8qZ",,,
2922710,2922711,2922710,"@AppleSupport appears you have a Game Center outage. Can’t log in, getting “cannot connect to server” errors",,@808830 You've come to the right place for help! Let's look into this further. Send us a DM telling us how long you've been seeing this message along with the country you're located in. https://t.co/GDrqU22YpT,,,
177862,177864,177862,@115948 @118721 @AppleSupport why can't these be played? The album is out and I had it preordered https://t.co/ouraNGKLEX,,"@157898 We're here to help! With pre-ordered content, you may need to download the remainder of the album. You can do so following the steps here: https://t.co/aW5pliLVQR

If this doesn't resolve your issue, let's have you contact our iTunes team: https://t.co/SDIe7UiyJN",,,
433137,433139,433137,Woke up this morning phone was at 100% (fully charged). reach wrk and phone now at 19%. @115858 what you doing?,,@218017 We know how important battery life is. Please click here to join us in DM. We'll continue there: https://t.co/GDrqU22YpT,,,
2048961,2048962,2048961,@AppleSupport When do you plan on fixing this issue with iOS 11 being extremely slow and freezing up our phones? it's terrible.,,@605958 Hi. We'd like to help. DM us and tell us the version of iOS you're running under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,,,
36049,36050,36049,@123837 @123838 I’m also stuck on 10.13.1 beta (17B46a) and won’t show 10.13.1 final to show in App Store updates. @AppleSupport https://t.co/E3NWeZ45MP,"[CUSTOMER] Both my Macs seem to be stuck on the last beta of 10.13.1 (17B46a) not showing final version as an update 🤔
[CUSTOMER] Doing run of 10.13.1 installer for wife’s MBA, she was accidentally beta’d to begin with. 🤷‍♂️ 

My MBP, I guess I’ll roll to 10.13.2 beta. https://t.co/zSYQ2zxw54
[CUSTOMER] @123838 Yeah, same on my iMac.","@123836 We want you to be able to update your Mac.  Please send us a DM, so we can take a closer look. https://t.co/GDrqU22YpT",,,
825934,825540,825934,@AppleSupport OK. Its not working at all.. Just tried on iOS and on a windows PC.. Still going back to the login prompt.. Can you comment please?,"[CUSTOMER] @AppleSupport Hello, cant sign into https://t.co/gszzmLgzPl any ideas? it keeps sending the auth code to the device im using?","@316618 We're here to help. To see the current system status of our Bug Reporter, you can click here: https://t.co/WZ8unIhsW7",,,
2905239,2905240,2905239,"@115858 WTF.... (Case #100364142492), all I want to know is how to disable my hotspot password and change the name of it and your customer service can't do that what a fucking joke.",,"@390977 Hey, we'd like to look into this with you. Please send us a DM and we'll go from there. https://t.co/GDrqU22YpT",,,
1989299,1989300,1989299,@115858 and @AppleSupport and @116333 why can’t I buy the iPhone X unlocked ☹️,,"@588717 We'd be happy to help find answers to your question.
Meet us in DM with your iPhone model and iOS. We'll meet you there. https://t.co/GDrqU22YpT",,,
2367768,2367769,2367768,@AppleSupport iOS 11.1 seems to have broken iMessage on my iPad!,,@417273 We can help with iMessage.  What kind of issues are you having with it currently?,,,
856654,856652,856654,"@AppleSupport I sent for service 2 weeks ago and @AppleSupport doesn't have idea where my phone is and if it was repaired or not! Very nice AC+ experience! At this point please send it back broken, I'm gonna buy a new one from another vendor. @323438","[CUSTOMER] dear @115858, I'm AC+ customer and I was wondering if after 2 weeks you have any intention to send me back my iPhone. If you want you can keep it, just let me know and I'm gonna buy a @125607. @116333
[AGENT] @323437 Can you let us know what's going on? Did you send your iPhone in for service? DM us and let us know. https://t.co/GDrqU22YpT",@323437 We've received your DM and will continue working from there.,,,
